individual_scores_id	overall_results_id	movement_id	Coefficient	Score	Points	Comment
3511200301	35	11200301	1	7	7	NA
3511200302	35	11200302	1	7	7	NA
3511200303	35	11200303	1	7	7	nice energy
3511200304	35	11200304	1	6	6	show more difference
3511200305	35	11200305	2	7	14	NA
3511200306	35	11200306	1	7	7	NA
3511200307	35	11200307	2	8	16	nicely ridden
3511200308	35	11200308	1	7	7	too much bend in neck
3511200309	35	11200309	1	7	7	nice stride but too much bend in neck
3511200310	35	11200310	1	7	7	NA
3511200311	35	11200311	1	6	6	show transition earlier canter gets fast
3511200312	35	11200312	1	7	7	NA
3511200313	35	11200313	1	7	7	NA
3511200314	35	11200314	1	7	7	improves in second half
3511200315	35	11200315	2	7	14	NA
3511200316	35	11200316	1	7	7	NA
3612200301	36	12200301	1	5	5	not straight broke at C
3612200302	36	12200302	1	6	6	needs better bend
3612200303	36	12200303	1	7	7	NA
3612200304	36	12200304	1	7	7	NA
3612200305	36	12200305	1	7	7	NA
3612200306	36	12200306	1	6	6	very conservative
3612200307	36	12200307	1	6	6	nice transition then unsteady on short side
3612200308	36	12200308	1	7	7	NA
3612200309	36	12200309	2	7	14	NA
3612200310	36	12200310	1	6	6	not well balanced
3612200311	36	12200311	2	7	14	NA
3612200312	36	12200312	1	7	7	NA
3612200313	36	12200313	1	6	6	unstady moveoff
3612200314	36	12200314	2	8	16	good stretch
3612200315	36	12200315	1	5	5	unsteady with some resistence
3612200316	36	12200316	1	7	7	NA
3612200317	36	12200317	1	7	7	NA
3612200318	36	12200318	1	6	6	very conservative
3612200319	36	12200319	1	6	6	NA
3612200320	36	12200320	1	8	8	NA
3612200321	36	12200321	2	6	12	cover more ground
3612200322	36	12200322	1	9	9	NA
3713200301	37	13200301	1	7	7	straight entry nice move off
3713200302	37	13200302	1	6	6	mains right
3713200303	37	13200303	1	7	7	steady rhythm  
3713200304	37	13200304	2	6	12	straighter
3713200305	37	13200305	1	6	6	cover more ground
3713200306	37	13200306	1	7	7	steady rhythm
3713200307	37	13200307	2	5	10	must be straighter
3713200308	37	13200308	1	6	6	cover more ground
3713200309	37	13200309	1	6	6	not square not 5 sec
3713200310	37	13200310	1	6	6	more activity
3713200311	37	13200311	2	7	14	more activity for higher score
3713200312	37	13200312	1	7	7	active steps
3713200313	37	13200313	1	7	7	obedient transition
3713200314	37	13200314	1	7	7	nice balanced circle
3713200315	37	13200315	1	5	5	tension
3713200316	37	13200316	1	6	6	NA
3713200317	37	13200317	1	7	7	fairly good
3713200318	37	13200318	1	7	7	nicely balanced
3713200319	37	13200319	1	4	4	changes leads
3713200320	37	13200320	1	6	6	NA
3713200321	37	13200321	1	4	4	change leads early downward transition
3713200322	37	13200322	2	6	12	more energy and stretch
3713200323	37	13200323	1	6	6	against hand in halt
3813200301	38	13200301	1	9	9	NA
3813200302	38	13200302	1	8	8	NA
3813200303	38	13200303	1	7	7	stiff in poll
3813200304	38	13200304	2	7	14	should be more on outside rein but good energy
3813200305	38	13200305	1	6	6	rough start
3813200306	38	13200306	1	8	8	NA
3813200307	38	13200307	2	7	14	in pieces but some good ones
3813200308	38	13200308	1	6	6	steady tempo needs more thrust
3813200309	38	13200309	1	5	5	dropped back down in halt not square
3813200310	38	13200310	1	7	7	NA
3813200311	38	13200311	2	8	16	good marching
3813200312	38	13200312	1	7	7	NA
3813200313	38	13200313	1	8	8	balanced
3813200314	38	13200314	1	7	7	NA
3813200315	38	13200315	1	6	6	modest
3813200316	38	13200316	1	7	7	NA
3813200317	38	13200317	1	7	7	on forehand in downward
3813200318	38	13200318	1	8	8	NA
3813200319	38	13200319	1	6	6	risk more
3813200320	38	13200320	1	6	6	NA
3813200321	38	13200321	1	6	6	lost canter early
3813200322	38	13200322	2	6	12	needs to stretch into both reins
3813200323	38	13200323	1	6	6	lost energy in turn at X
3914200301	39	14200301	1	7	7	straight entry and halt crooked move off
3914200302	39	14200302	1	7	7	slight loss of cadence and engagement began good
3914200303	39	14200303	1	6	6	needs stretch to bend unsteady poll
3914200304	39	14200304	2	5	10	falls over outside shoulder losing alignment
3914200305	39	14200305	1	7	7	good reach needs more engagement
3914200306	39	14200306	1	6	6	falls on forehand needs stretch to bend
3914200307	39	14200307	2	7	14	needs better crossing
3914200308	39	14200308	2	6	12	conservative stretch runs onto forehand
3914200309	39	14200309	1	7	7	NA
3914200310	39	14200310	2	7	14	good strides needs more stretch back loss of attention near end
3914200311	39	14200311	1	6	6	good trot above bit canter
3914200312	39	14200312	1	6	6	runs on inner fore
3914200313	39	14200313	1	6	6	short neck on forehand
3914200314	39	14200314	1	5	5	runs through transition
3914200315	39	14200315	2	6	12	running on forehand
3914200316	39	14200316	1	6	6	needs more self carriage especially in downward transition
3914200317	39	14200317	1	7	7	fairly good bend and balance slight bracing at end
3914200318	39	14200318	1	6	6	conservative  
3914200319	39	14200319	1	6	6	needs clearer transition
3914200320	39	14200320	2	4	8	broke
3914200321	39	14200321	1	6	6	falls to trot needs more carry
3914200322	39	14200322	1	8	8	fairly straight
4012200301	40	12200301	1	7	7	straight entry, shoulder left in halt, straight to C
4012200302	40	12200302	1	6	6	bracing into bit stiff at E
4012200303	40	12200303	1	5	5	haunches lead, fades
4012200304	40	12200304	1	6	6	braced into bit
4012200305	40	12200305	1	6	6	balanced but bracing into reins
4012200306	40	12200306	1	7	7	NA
4012200307	40	12200307	1	5	5	pulling, little difference
4012200308	40	12200308	1	6	6	trot not at X but fluid
4012200309	40	12200309	2	6	12	tempo steady braces into rein
4012200310	40	12200310	1	6	6	nose up not square not 5 seconds
4012200311	40	12200311	2	6	12	has overstep but no downward stretch
4012200312	40	12200312	1	5	5	walk rhythm deteriorating
4012200313	40	12200313	1	6	6	not connected
4012200314	40	12200314	2	7	14	tempo steady stretch okay
4012200315	40	12200315	1	5	5	braces on right rein twists in poll haunches lead
4012200316	40	12200316	1	5	5	above bit
4012200317	40	12200317	1	6	6	falls to inside shoulder
4012200318	40	12200318	1	6	6	cover more ground
4012200319	40	12200319	1	6	6	minimal difference
4012200320	40	12200320	1	5	5	changes leads before trot, twisting
4012200321	40	12200321	2	6	12	don't rush needs thrust
4012200322	40	12200322	1	5	5	head high into halt shoulders right
4114200301	41	14200301	1	7	7	NA
4114200302	41	14200302	1	7	7	NA
4114200303	41	14200303	1	7	7	NA
4114200304	41	14200304	2	6	12	started early loss of energy
4114200305	41	14200305	1	5	5	modest
4114200306	41	14200306	1	7	7	NA
4114200307	41	14200307	2	6	12	falling outside shoulder
4114200308	41	14200308	2	6	12	modest stretch
4114200309	41	14200309	1	6	6	not on rail  
4114200310	41	14200310	2	6	12	NA
4114200311	41	14200311	1	6	6	braced into depart
4114200312	41	14200312	1	7	7	NA
4114200313	41	14200313	1	7	7	NA
4114200314	41	14200314	1	6	6	vague
4114200315	41	14200315	2	7	14	NA
4114200316	41	14200316	1	7	7	drift left after X
4114200317	41	14200317	1	6	6	leg too far back and use of spur
4114200318	41	14200318	1	6	6	modest
4114200319	41	14200319	1	6	6	unclear
4114200320	41	14200320	2	4	8	lost counter canter
4114200321	41	14200321	1	7	7	NA
4114200322	41	14200322	1	6	6	straight stiff in poll
4212200301	42	12200301	1	5	5	walk into unbalanced halt
4212200302	42	12200302	1	6	6	come closer to B and E to show bend
4212200303	42	12200303	1	7	7	NA
4212200304	42	12200304	1	6	6	resisted
4212200305	42	12200305	1	6	6	on forehand
4212200306	42	12200306	1	6	6	change the frame
4212200307	42	12200307	1	6	6	cutting corner
4212200308	42	12200308	1	4	4	early to trot not corrected
4212200309	42	12200309	2	6	12	needs more difference
4212200310	42	12200310	1	6	6	take time to balance halt
4212200311	42	12200311	2	7	14	fairly good stretch more for an 8
4212200312	42	12200312	1	6	6	hurried
4212200313	42	12200313	1	7	7	NA
4212200314	42	12200314	2	6	12	right idea now make circle rounder
4212200315	42	12200315	1	8	8	fluid
4212200316	42	12200316	1	7	7	a little quick
4212200317	42	12200317	1	7	7	NA
4212200318	42	12200318	1	6	6	needs longer steps
4212200319	42	12200319	1	6	6	faded
4212200320	42	12200320	1	5	5	fell into trot then rider too rough with hands
4212200321	42	12200321	2	8	16	good reach and thrust
4212200322	42	12200322	1	5	5	not balanced or square
4312200301	43	12200301	1	7	7	fairly straight  
4312200302	43	12200302	1	7	7	fluid watch tendency behind vertical
4312200303	43	12200303	1	7	7	falling over shoulder slightly
4312200304	43	12200304	1	6	6	behind leg
4312200305	43	12200305	1	7	7	slightly on forehand
4312200306	43	12200306	1	6	6	should gain more ground
4312200307	43	12200307	1	7	7	NA
4312200308	43	12200308	1	5	5	broke at F 
4312200309	43	12200309	2	7	14	slightly on the forehand
4312200310	43	12200310	1	6	6	needs better balance
4312200311	43	12200311	2	6	12	encourage more stretch down
4312200312	43	12200312	1	6	6	coming behind vertical
4312200313	43	12200313	1	6	6	steadier connection
4312200314	43	12200314	2	6	12	nose more forward
4312200315	43	12200315	1	7	7	NA
4312200316	43	12200316	1	7	7	slight unsteadiness in corner
4312200317	43	12200317	1	7	7	NA
4312200318	43	12200318	1	6	6	gain more ground
4312200319	43	12200319	1	7	7	NA
4312200320	43	12200320	1	4	4	canter not maintained to X
4312200321	43	12200321	2	7	14	NA
4312200322	43	12200322	1	8	8	NA
4411200301	44	11200301	1	8	8	straight entry and halt
4411200302	44	11200302	1	7	7	more energy for an 8
4411200303	44	11200303	1	6	6	lacking bend
4411200304	44	11200304	1	6	6	conservative unbalanced over X
4411200305	44	11200305	2	7	14	energetic but needs better bending
4411200306	44	11200306	1	6	6	NA
4411200307	44	11200307	2	6	12	good foward almost broke lateral tendency
4411200308	44	11200308	1	6	6	hopped into canter
4411200309	44	11200309	1	5	5	broke
4411200310	44	11200310	1	3	3	broke early poor horsemanship
4411200311	44	11200311	1	6	6	NA
4411200312	44	11200312	1	5	5	wrestling match
4411200313	44	11200313	1	3	3	poor horsemanship overriding
4411200314	44	11200314	1	7	7	NA
4411200315	44	11200315	2	6	12	some stretch shown
4411200316	44	11200316	1	6	6	NA
4511200301	45	11200301	1	6	6	open halt
4511200302	45	11200302	1	7	7	NA
4511200303	45	11200303	1	7	7	NA
4511200304	45	11200304	1	7	7	NA
4511200305	45	11200305	2	7	14	clear change of bend
4511200306	45	11200306	1	7	7	smooth to correct walk
4511200307	45	11200307	2	6	12	jigs after E
4511200308	45	11200308	1	7	7	obedient to trot and canter
4511200309	45	11200309	1	5	5	broke before E running circle well ridden
4511200310	45	11200310	1	3	3	early transition almost stopped tossed head
4511200311	45	11200311	1	7	7	NA
4511200312	45	11200312	1	4	4	wrestling with horse bring lower leg forward
4511200313	45	11200313	1	3	3	seesawed severely on horse in downward
4511200314	45	11200314	1	6	6	seesawing on horse
4511200315	45	11200315	2	7	14	good stretch trot improves
4511200316	45	11200316	1	6	6	some loss of balance not square
4621200301	46	21200301	1	6	6	not quite immobile 
4621200302	46	21200302	1	6	6	needs impulsion
4621200303	46	21200303	1	6	6	show collection
4621200304	46	21200304	2	7	14	NA
4621200305	46	21200305	1	7	7	NA
4621200306	46	21200306	1	7	7	NA
4621200307	46	21200307	1	6	6	NA
4621200308	46	21200308	1	6	6	show collection
4621200309	46	21200309	1	6	6	slightly large
4621200310	46	21200310	1	6	6	NA
4621200311	46	21200311	2	5	10	NA
4621200312	46	21200312	1	5	5	not quite square one more step at reinback
4621200313	46	21200313	1	7	7	NA
4621200314	46	21200314	2	7	14	needs energy
4621200315	46	21200315	2	7	14	NA
4621200316	46	21200316	1	6	6	not quite centered balance okay
4621200317	46	21200317	1	7	7	clear walk
4621200318	46	21200318	1	7	7	NA
4621200319	46	21200319	1	6	6	conservative but straight
4621200320	46	21200320	1	6	6	show better collection
4621200321	46	21200321	1	7	7	too deep in corner at first
4621200322	46	21200322	1	6	6	some counter bend, balance
4621200323	46	21200323	1	6	6	some tilt
4621200324	46	21200324	1	6	6	show more
4621200325	46	21200325	1	6	6	show collection
4621200326	46	21200326	1	7	7	NA
4722200301	47	22200301	1	7	7	NA
4722200302	47	22200302	1	7	7	NA
4722200303	47	22200303	1	6	6	show collection
4722200304	47	22200304	1	7	7	NA
4722200305	47	22200305	1	6	6	losing forward design okay
4722200306	47	22200306	2	6	12	resistant to reinback, halt okay
4722200307	47	22200307	1	6	6	NA
4722200308	47	22200308	2	7	14	NA
4722200309	47	22200309	1	7	7	NA
4722200310	47	22200310	1	7	7	NA
4722200311	47	22200311	1	7	7	NA
4722200312	47	22200312	2	7	14	NA
4722200313	47	22200313	2	7	14	NA
4722200314	47	22200314	1	6	6	not quite 20m design not quite right
4722200315	47	22200315	1	7	7	NA
4722200316	47	22200316	1	6	6	show collection
4722200317	47	22200317	1	7	7	NA
4722200318	47	22200318	1	6	6	loss of balance
4722200319	47	22200319	1	7	7	NA
4722200320	47	22200320	1	6	6	needs collection in downward transition
4722200321	47	22200321	1	4	4	loss of gait
4722200322	47	22200322	1	6	6	needs balance
4722200323	47	22200323	1	6	6	conservative
4722200324	47	22200324	1	6	6	NA
4722200325	47	22200325	1	7	7	NA
4822200301	48	22200301	1	7	7	depart crooked
4822200302	48	22200302	1	6	6	needs more thrust
4822200303	48	22200303	1	6	6	indistinct
4822200304	48	22200304	1	6	6	needs better bend
4822200305	48	22200305	1	6	6	needs better bend
4822200306	48	22200306	2	7	14	NA
4822200307	48	22200307	1	7	7	NA
4822200308	48	22200308	2	8	16	nice swing
4822200309	48	22200309	1	7	7	NA
4822200310	48	22200310	1	7	7	NA
4822200311	48	22200311	1	7	7	nice balance
4822200312	48	22200312	2	6	12	trot steps
4822200313	48	22200313	2	6	12	lost impulsion
4822200314	48	22200314	1	8	8	NA
4822200315	48	22200315	1	6	6	conservative
4822200316	48	22200316	1	6	6	NA
4822200317	48	22200317	1	6	6	cut corner
4822200318	48	22200318	1	8	8	NA
4822200319	48	22200319	1	7	7	NA
4822200320	48	22200320	1	7	7	NA
4822200321	48	22200321	1	7	7	NA
4822200322	48	22200322	1	8	8	NA
4822200323	48	22200323	1	6	6	conservative
4822200324	48	22200324	1	7	7	NA
4822200325	48	22200325	1	8	8	NA
4921200301	49	21200301	1	7	7	NA
4921200302	49	21200302	1	6	6	needs to show more
4921200303	49	21200303	1	6	6	NA
4921200304	49	21200304	2	6	12	slightly labored
4921200305	49	21200305	1	6	6	NA
4921200306	49	21200306	1	7	7	NA
4921200307	49	21200307	1	7	7	NA
4921200308	49	21200308	1	6	6	clearer transition
4921200309	49	21200309	1	6	6	slight counter bending
4921200310	49	21200310	1	6	6	needs to be better centered
4921200311	49	21200311	2	5	10	too big an angle neck bend
4921200312	49	21200312	1	6	6	almost square reinback willing
4921200313	49	21200313	1	7	7	NA
4921200314	49	21200314	2	7	14	could march more
4921200315	49	21200315	2	7	14	NA
4921200316	49	21200316	1	7	7	NA
4921200317	49	21200317	1	6	6	hesitant but clear work
4921200318	49	21200318	1	6	6	slightly small
4921200319	49	21200319	1	7	7	NA
4921200320	49	21200320	1	6	6	good upward slow downward
4921200321	49	21200321	1	6	6	circle slightly square
4921200322	49	21200322	1	5	5	needs balance
4921200323	49	21200323	1	6	6	slightly small
4921200324	49	21200324	1	7	7	NA
4921200325	49	21200325	1	7	7	NA
4921200326	49	21200326	1	7	7	NA
5023200301	50	23200301	1	7	7	NA
5023200302	50	23200302	1	7	7	NA
5023200303	50	23200303	1	6	6	needs to stay active in downward transition
5023200304	50	23200304	1	7	7	NA
5023200305	50	23200305	1	5	5	lacks bend
5023200306	50	23200306	2	5	10	lacks bend
5023200307	50	23200307	2	7	14	NA
5023200308	50	23200308	1	7	7	NA
5023200309	50	23200309	1	7	7	NA
5023200310	50	23200310	1	7	7	could have more energy
5023200311	50	23200311	2	6	12	needs more angle
5023200312	50	23200312	1	5	5	resistant  
5023200313	50	23200313	1	6	6	needs to stay active  
5023200314	50	23200314	1	5	5	large and sideways
5023200315	50	23200315	1	7	7	nice stride
5023200316	50	23200316	2	8	16	good stride and stretch
5023200317	50	23200317	1	8	8	NA
5023200318	50	23200318	1	7	7	NA
5023200319	50	23200319	1	7	7	NA
5023200320	50	23200320	2	7	14	could be more forward through transition
5023200321	50	23200321	1	7	7	balanced
5023200322	50	23200322	2	6	12	playing  
5023200323	50	23200323	1	7	7	NA
5023200324	50	23200324	2	7	14	NA
5023200325	50	23200325	1	8	8	smooth
5023200326	50	23200326	1	7	7	NA
5023200327	50	23200327	2	7	14	NA
5023200328	50	23200328	1	5	5	fifteen meter circle
5023200329	50	23200329	1	7	7	NA
5023200330	50	23200330	1	7	7	needs bend in turn
5124200301	51	24200301	1	8	8	NA
5124200302	51	24200302	1	6	6	needs to be steady at centerline
5124200303	51	24200303	1	6	6	needs energy and bend
5124200304	51	24200304	1	7	7	NA
5124200305	51	24200305	1	6	6	loss of rhythm in up transition
5124200306	51	24200306	1	6	6	NA
5124200307	51	24200307	1	6	6	needs energy
